cnpj;dt_abertura;de_cnae_principal;de_ramo_atividade;de_setor;endereco_municipio;endereco_uf;endereco_regiao;situacao_cadastral;empresa_porte;optante_simples;optante_simei;nivel_atividade;saude_tributaria
46825102000147;2022-06-19;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;CAMPO LARGO;PR;SUL;ATIVA;;;;;
47493624000151;2022-08-09;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;MARINGA;PR;SUL;ATIVA;;;;;
45858831000137;2022-03-31;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
07406132000167;2005-05-24;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
08438915000195;2006-10-11;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
26404146000196;2016-10-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;DUQUE DE CAXIAS;RJ;SUDESTE;ATIVA;;;;;
29161480000154;2017-11-28;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;APERIBE;RJ;SUDESTE;ATIVA;;;;;
21341311000194;2014-11-04;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;CABO FRIO;RJ;SUDESTE;ATIVA;;;;;
34613719000110;2019-08-21;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;BOM JESUS DO ITABAPOANA;RJ;SUDESTE;ATIVA;;;;;
36204007000172;2020-01-31;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
35591492000111;2019-11-22;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
29054773000132;2017-11-13;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;LAGES;SC;SUL;ATIVA;;;;;
15782470000121;2011-08-31;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;ARAGUACU;TO;NORTE;ATIVA;;;;;
14028437000148;2011-07-28;FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE;BENS DE CONSUMO;INDUSTRIA;DORES DE CAMPOS;MG;SUDESTE;ATIVA;;;;;
14489407000139;2011-10-20;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;MACEIO;AL;NORDESTE;ATIVA;;;;;
17286345000156;1966-09-19;ATIVIDADES DE RADIO;TELECOM;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
23813557000147;2015-12-09;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;IBOTIRAMA;BA;NORDESTE;ATIVA;;;;;
30070225000185;2018-03-29;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;TERESOPOLIS;RJ;SUDESTE;ATIVA;;;;;
41353837000100;2021-03-25;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;JOSE DE FREITAS;PI;NORDESTE;ATIVA;;;;;
23269650000213;2016-09-06;COMERCIO ATACADISTA DE LUSTRES LUMINARIAS E ABAJURES DISPENSADA;ATACADO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
04418016000250;2018-05-21;ESTACIONAMENTO DE VEICULOS;TRANSPORTE;SERVICOS;PARACATU;MG;SUDESTE;ATIVA;;;;;
29770903000133;2018-02-24;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;VAREJO;COMERCIO;TRES LAGOAS;MS;CENTRO-OESTE;ATIVA;;;;;
31592510000129;2018-09-24;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
34230406000182;2019-07-16;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
02979768000184;1999-02-10;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;PARAISO DO TOCANTINS;TO;NORTE;ATIVA;;;;;
34298420000118;2019-07-23;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;MOCOCA;SP;SUDESTE;ATIVA;;;;;
13945317000223;2016-04-26;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;MATUPA;MT;CENTRO-OESTE;ATIVA;;;;;
23540052000156;2015-10-26;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;JATAUBA;PE;NORDESTE;ATIVA;;;;;
36881345000149;2020-04-06;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;ANANINDEUA;PA;NORTE;ATIVA;;;;;
44496832000116;2021-12-06;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SANTA MARIA DO SUACUI;MG;SUDESTE;ATIVA;;;;;
47824392000177;2022-09-02;PENSOES ALOJAMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;PORTO ALEGRE;RS;SUL;ATIVA;;;;;
22596913000155;2015-06-08;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;SERVICOS ADMINISTRATIVOS;SERVICOS;OSASCO;SP;SUDESTE;ATIVA;;;;;
35159684000153;2019-10-11;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
17316976000170;2012-12-18;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;GOIANESIA;GO;CENTRO-OESTE;ATIVA;;;;;
21820474000150;2015-02-05;AGENCIAS DE VIAGENS;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
19487276000174;2014-01-08;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;NOVA FATIMA;PR;SUL;ATIVA;;;;;
24007592000131;2016-01-19;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
45757732000169;2022-03-23;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
48146620000160;2022-09-30;COMPRA E VENDA DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
40557834000117;2021-01-26;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;CHAPADAO DO SUL;MS;CENTRO-OESTE;ATIVA;;;;;
28711311000188;2017-09-23;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;MAGE;RJ;SUDESTE;ATIVA;;;;;
06235582000171;2004-03-06;SERVICOS ADVOCATICIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
07993542001719;2016-09-09;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;PIRACICABA;SP;SUDESTE;ATIVA;;;;;
35357380000109;2019-10-29;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;BILAC;SP;SUDESTE;ATIVA;;;;;
05513995000108;2003-02-13;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
24343676000146;2016-03-09;CULTIVO DE MILHO;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;ITAPIRAPUA PAULISTA;SP;SUDESTE;ATIVA;;;;;
30117856000102;2018-03-19;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;UMUARAMA;PR;SUL;ATIVA;;;;;
20445521000160;2014-06-13;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
15329098000100;2012-02-29;ALUGUEL DE PALCOS COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO EXCETO ANDAIMES;SERVICOS ADMINISTRATIVOS;SERVICOS;SANTA ISABEL;SP;SUDESTE;ATIVA;;;;;
35940121001099;2021-06-15;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;BARREIRAS;BA;NORDESTE;ATIVA;;;;;
32267316000130;2018-12-17;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
31866883000140;2018-10-25;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
02725913000109;1998-09-10;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE EXCETO TOMOGRAFIA;SERVICOS DE SAUDE;SERVICOS;PRESIDENTE DUTRA;MA;NORDESTE;ATIVA;;;;;
33071847000116;2019-03-19;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;JUNDIAI;SP;SUDESTE;ATIVA;;;;;
00343761000146;1969-04-14;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;SALVADOR;BA;NORDESTE;ATIVA;;;;;
11998422000114;2010-05-26;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;IMPERATRIZ;MA;NORDESTE;ATIVA;;;;;
25112738000171;2016-06-30;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
19616434000149;2014-01-16;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
39422155000151;2020-10-14;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
24742869000170;2016-05-06;FABRICACAO DE ESCOVAS PINCEIS E VASSOURAS;DIVERSOS;INDUSTRIA;SANTA CRUZ DO RIO PARDO;SP;SUDESTE;ATIVA;;;;;
13285642000126;2011-02-22;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;PAPEL E CELULOSE;INDUSTRIA;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
46269043000178;2022-05-04;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
37661780000120;2020-07-08;PORTAIS PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;INDUSTRIA DIGITAL;SERVICOS;SAO JOSE DOS PINHAIS;PR;SUL;ATIVA;;;;;
37674560000131;2020-07-09;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;EMBU GUACU;SP;SUDESTE;ATIVA;;;;;
46269849000166;2022-05-04;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;SANTA MARIA;RS;SUL;ATIVA;;;;;
52906716000156;1983-09-20;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;HORTOLANDIA;SP;SUDESTE;ATIVA;;;;;
35611650000158;2019-11-25;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;SAO JOAO DE MERITI;RJ;SUDESTE;ATIVA;;;;;
23677878000161;2015-11-17;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;CASCAVEL;PR;SUL;ATIVA;;;;;
36102194000183;2020-01-22;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;MARILIA;SP;SUDESTE;ATIVA;;;;;
81910762000127;1990-05-10;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
10685009000137;2009-03-09;COMERCIO ATACADISTA DE EMBALAGENS;ATACADO;COMERCIO;RIBEIRAO PRETO;SP;SUDESTE;ATIVA;;;;;
24082438000124;2016-01-29;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;PIUMHI;MG;SUDESTE;ATIVA;;;;;
40797070000137;2021-02-10;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
12960722000177;2010-11-26;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;MONTE ALTO;SP;SUDESTE;ATIVA;;;;;
07888396000285;2011-09-15;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
32527425000140;2019-01-22;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA EXCETO MOVEIS;BENS DE CONSUMO;INDUSTRIA;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
27565982000115;2017-02-21;FUNDOS DE INVESTIMENTO EXCETO PREVIDENCIARIOS E IMOBILIARIOS;BENS DE CAPITAL;SERVICOS;OSASCO;SP;SUDESTE;ATIVA;;;;;
34702364000135;2019-08-29;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
34827898000198;2019-09-11;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;BRODOWSKI;SP;SUDESTE;ATIVA;;;;;
23365668000138;2015-09-28;LOTEAMENTO DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
25407009000142;2016-08-08;TRANSPORTE ESCOLAR;TRANSPORTE;SERVICOS;ITAPIPOCA;CE;NORDESTE;ATIVA;;;;;
42417979000148;2021-06-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO LUIS;MA;NORDESTE;ATIVA;;;;;
45746218000128;2022-03-22;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;VAREJO;COMERCIO;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
30358353000129;2018-05-03;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;VAREJO;COMERCIO;SAO LUIS;MA;NORDESTE;ATIVA;;;;;
22146544000107;2015-03-28;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SUZANO;SP;SUDESTE;ATIVA;;;;;
31798883000150;2018-10-18;ATIVIDADE ODONTOLOGICA;SERVICOS DE SAUDE;SERVICOS;CRUZEIRO DO SUL;AC;NORTE;ATIVA;;;;;
32931977000119;2019-03-01;HOTEIS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SERTAOZINHO;SP;SUDESTE;ATIVA;;;;;
30801357000130;2018-06-27;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;VAREJO;COMERCIO;AREAL;RJ;SUDESTE;ATIVA;;;;;
54502828000177;1985-06-10;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS USADOS;VAREJO;COMERCIO;SAO CARLOS;SP;SUDESTE;ATIVA;;;;;
28029682000184;2017-06-23;ATIVIDADES DE CONTABILIDADE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
42227119000141;2021-06-07;COMERCIO ATACADISTA DE SORVETES;ATACADO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
10350513000186;2008-09-05;ENVASAMENTO E EMPACOTAMENTO SOB CONTRATO;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO JOSE DOS CAMPOS;SP;SUDESTE;ATIVA;;;;;
29932809000133;2018-03-14;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
10326947000140;2008-08-28;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;PARELHAS;RN;NORDESTE;ATIVA;;;;;
40277277000180;2021-01-06;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;BENTO GONCALVES;RS;SUL;ATIVA;;;;;
42544179000198;2021-07-01;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;CAMPO MOURAO;PR;SUL;ATIVA;;;;;
14272481000107;2011-08-15;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;VAREJO;COMERCIO;FOZ DO IGUACU;PR;SUL;ATIVA;;;;;
38072324000108;2020-08-12;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;ROLIM DE MOURA;RO;NORTE;ATIVA;;;;;
16710893000107;2012-08-16;ATIVIDADES DE CONTABILIDADE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;CARIACICA;ES;SUDESTE;ATIVA;;;;;
08068287000284;2006-12-12;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;INDIAPORA;SP;SUDESTE;ATIVA;;;;;
03183458000111;1999-05-25;FORMACAO DE CONDUTORES;SERVICOS DE EDUCACAO;SERVICOS;ALEXANIA;GO;CENTRO-OESTE;ATIVA;;;;;
05859925000106;2003-08-05;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;SERVICOS ADMINISTRATIVOS;SERVICOS;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
32248937000177;2018-12-13;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS;ATACADO;COMERCIO;AMERICANA;SP;SUDESTE;ATIVA;;;;;
31840925000174;2018-10-23;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
52392966000115;1984-10-23;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;RIBEIRAO PRETO;SP;SUDESTE;ATIVA;;;;;
45904604000109;1981-05-07;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;VAREJO;COMERCIO;ITANHAEM;SP;SUDESTE;ATIVA;;;;;
41359122000156;2021-03-25;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO JOSE DOS PINHAIS;PR;SUL;ATIVA;;;;;
06938564000156;2004-08-02;SERVICOS DE CARTOGRAFIA TOPOGRAFIA E GEODESIA DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO JOAQUIM;SC;SUL;ATIVA;;;;;
44739544000145;2022-01-04;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
00454686001324;2019-09-11;LABORATORIOS CLINICOS;SERVICOS DE SAUDE;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
08823340000124;2007-05-14;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;VAREJO;COMERCIO;VITORIA;ES;SUDESTE;ATIVA;;;;;
44788386000113;2022-01-07;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SAO CAETANO DO SUL;SP;SUDESTE;ATIVA;;;;;
05731276000244;2014-02-25;COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS;VAREJO;COMERCIO;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
31511921000495;2022-05-02;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;GUARULHOS;SP;SUDESTE;ATIVA;;;;;
43289608000190;2021-08-26;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
34186141000162;2019-07-11;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;GUARULHOS;SP;SUDESTE;ATIVA;;;;;
06862627021720;2005-11-09;LOJAS DE DEPARTAMENTOS OU MAGAZINES EXCETO LOJAS FRANCAS DUTY FREE;VAREJO;COMERCIO;PARNARAMA;MA;NORDESTE;ATIVA;;;;;
00692988000105;1983-02-17;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
21571134000132;2014-12-16;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;DIVINOPOLIS;MG;SUDESTE;ATIVA;;;;;
46748913000191;2022-06-10;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;MONGAGUA;SP;SUDESTE;ATIVA;;;;;
39981328000171;2020-12-01;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
40306123000170;2021-01-08;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
20140915000100;2014-04-25;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;BELEM;PA;NORTE;ATIVA;;;;;
22372177000151;2015-05-04;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;IGARATINGA;MG;SUDESTE;ATIVA;;;;;
47451669000163;2022-08-07;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;MOGI GUACU;SP;SUDESTE;ATIVA;;;;;
44209512000138;2021-11-11;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
44419674000109;2021-11-29;SERVICO DE TAXI;TRANSPORTE;SERVICOS;CAMBORIU;SC;SUL;ATIVA;;;;;
17977805000192;2013-04-19;SERRARIAS COM DESDOBRAMENTO DE MADEIRA EM BRUTO;BENS DE CONSUMO;INDUSTRIA;NOVA HARTZ;RS;SUL;ATIVA;;;;;
13711592000100;2011-04-11;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CASCAVEL;PR;SUL;ATIVA;;;;;
26365567000155;2016-10-17;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;BREJETUBA;ES;SUDESTE;ATIVA;;;;;
47588029000108;2022-08-16;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;MACEIO;AL;NORDESTE;ATIVA;;;;;
26901521000294;2021-02-23;CULTIVO DE SOJA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;CANDIDO MOTA;SP;SUDESTE;ATIVA;;;;;
43229892000100;2021-08-23;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;FERRAZ DE VASCONCELOS;SP;SUDESTE;ATIVA;;;;;
35126514000172;2019-10-09;ATIVIDADES DE POS PRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;JACAREI;SP;SUDESTE;ATIVA;;;;;
32187639000114;2018-12-05;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO;TEXTEIS;INDUSTRIA;FLORIANOPOLIS;SC;SUL;ATIVA;;;;;
