cnpj;dt_abertura;de_cnae_principal;de_ramo_atividade;de_setor;endereco_municipio;endereco_uf;endereco_regiao;situacao_cadastral;empresa_porte;optante_simples;optante_simei;nivel_atividade;saude_tributaria
64448053000233;1991-03-27;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;NOVA LIMA;MG;SUDESTE;ATIVA;;;;;
09531309000182;2008-04-23;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;CARAPICUIBA;SP;SUDESTE;ATIVA;;;;;
55931752000168;1986-06-13;COMERCIO ATACADISTA DE FRUTAS VERDURAS RAIZES TUBERCULOS HORTALICAS E LEGUMES FRESCOS;ATACADO;COMERCIO;ITAPOLIS;SP;SUDESTE;ATIVA;MICRO;;;;
40220243000150;2020-12-30;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
07986218000106;2006-04-28;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;GUARACI;PR;SUL;ATIVA;;;;;
35728028000124;2019-12-06;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;CAPIM GROSSO;BA;NORDESTE;ATIVA;;;;;
00377400000110;1995-01-05;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;GRAVATAI;RS;SUL;ATIVA;;;;;
22339415000127;2015-04-28;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
05390453000357;2007-03-19;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
23650663000157;2015-11-12;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;DOIS VIZINHOS;PR;SUL;ATIVA;;;;;
34056140000101;2019-06-28;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;SERVICOS DIVERSOS;SERVICOS;RIBEIRAO PRETO;SP;SUDESTE;ATIVA;;;;;
40371020000193;2021-01-13;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;MANAUS;AM;NORTE;ATIVA;;;;;
42819637000154;2021-07-22;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SALVADOR;BA;NORDESTE;ATIVA;;;;;
22309650000156;2015-04-23;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;LINS;SP;SUDESTE;ATIVA;;;;;
37907289000137;2020-07-29;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SANTA MARIA;RS;SUL;ATIVA;;;;;
32637867000149;2018-11-14;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;GUARULHOS;SP;SUDESTE;ATIVA;;;;;
34482514000142;2019-08-09;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;RIBEIRAO PRETO;SP;SUDESTE;ATIVA;;;;;
31927665000179;2018-11-03;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;BOCA DA MATA;AL;NORDESTE;ATIVA;;;;;
31930577000126;2018-11-04;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;BERILO;MG;SUDESTE;ATIVA;;;;;
60251758000124;1990-03-29;ATIVIDADES DE ORGANIZACOES SINDICAIS;SERVICOS DIVERSOS;SERVICOS;BOTUCATU;SP;SUDESTE;ATIVA;;;;;
41358589000181;2021-03-25;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;TANGARA DA SERRA;MT;CENTRO-OESTE;ATIVA;;;;;
41560056000269;2022-03-16;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;TREZE TILIAS;SC;SUL;ATIVA;;;;;
30838642000125;2018-07-03;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;FLORES;PE;NORDESTE;ATIVA;;;;;
03745069000132;2000-04-04;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;VAREJO;COMERCIO;MATINHOS;PR;SUL;ATIVA;;;;;
18658668000196;2011-04-19;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
20201480000166;2014-05-07;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;TABOAO DA SERRA;SP;SUDESTE;ATIVA;;;;;
33632679000190;2019-05-15;EDICAO DE JORNAIS NAO DIARIOS;TELECOM;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
44060255000115;2021-10-28;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;JOAO PESSOA;PB;NORDESTE;ATIVA;;;;;
31621734000111;2018-09-27;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;INDUSTRIA DIGITAL;SERVICOS;UBERLANDIA;MG;SUDESTE;ATIVA;;;;;
41292419000141;2021-03-20;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;ITAPEVI;SP;SUDESTE;ATIVA;;;;;
47911591000112;2022-09-12;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;JARAGUA DO SUL;SC;SUL;ATIVA;;;;;
35917324000173;2020-01-07;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;VAREJO;COMERCIO;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
43263044000117;2021-08-24;PRODUCAO MUSICAL;SERVICOS DIVERSOS;SERVICOS;LAURO DE FREITAS;BA;NORDESTE;ATIVA;;;;;
22015778000107;2015-03-10;ALUGUEL DE MOVEIS UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL INSTRUMENTOS MUSICAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;NOVA CRUZ;RN;NORDESTE;ATIVA;;;;;
37149411000153;2020-05-15;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;APIACA;ES;SUDESTE;ATIVA;;;;;
26574184000197;2016-11-21;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
32057955000171;2018-11-20;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
31290966000134;2018-08-21;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;CACERES;MT;CENTRO-OESTE;ATIVA;;;;;
38594072000187;2020-09-21;SERVICO DE TRANSPORTE DE PASSAGEIROS LOCACAO DE AUTOMOVEIS COM MOTORISTA;TRANSPORTE;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
47595052000111;2022-08-16;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;JOINVILLE;SC;SUL;ATIVA;;;;;
44662714000130;2021-12-22;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
34665194000166;2019-08-27;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;EXTREMOZ;RN;NORDESTE;ATIVA;;;;;
47432847000109;2022-08-05;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;RIBEIRAO PRETO;SP;SUDESTE;ATIVA;;;;;
15019153002100;2016-11-18;SERVICOS DE FUNERARIAS;SERVICOS DIVERSOS;SERVICOS;MARTINS SOARES;MG;SUDESTE;ATIVA;;;;;
09598694000266;2019-09-23;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;CONTAGEM;MG;SUDESTE;ATIVA;;;;;
34463235000131;2019-08-07;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
41545226000155;2021-04-12;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
08390062000169;2006-08-22;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;SOROCABA;SP;SUDESTE;ATIVA;;;;;
19254447000115;2013-11-14;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;SAO JOSE DO RIO PRETO;SP;SUDESTE;ATIVA;;;;;
39411390000470;2022-06-22;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;ITUVERAVA;SP;SUDESTE;ATIVA;;;;;
47258103000110;2022-07-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;JANAUBA;MG;SUDESTE;ATIVA;;;;;
25166763000138;2016-07-08;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SALVADOR;BA;NORDESTE;ATIVA;;;;;
47233167000166;2022-07-21;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;SAPUCAIA DO SUL;RS;SUL;ATIVA;;;;;
10359733000170;2008-09-19;AGENCIAS DE PUBLICIDADE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
00334608000152;1994-12-06;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;VAREJO;COMERCIO;NOVA SANTA ROSA;PR;SUL;ATIVA;;;;;
20365851000145;2014-06-02;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;BAGE;RS;SUL;ATIVA;;;;;
32137278000100;2018-11-29;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;SERVICOS ADMINISTRATIVOS;SERVICOS;DUQUE DE CAXIAS;RJ;SUDESTE;ATIVA;;;;;
38490809000111;2020-09-16;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;ESTANCIA VELHA;RS;SUL;ATIVA;;;;;
38490976000162;2020-09-16;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;JOINVILLE;SC;SUL;ATIVA;;;;;
07508986000154;2005-07-13;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;SAPIRANGA;RS;SUL;ATIVA;;;;;
32873489000100;2019-02-25;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;CALDAS NOVAS;GO;CENTRO-OESTE;ATIVA;;;;;
46033224000109;2022-04-14;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;SANTANA DO IPANEMA;AL;NORDESTE;ATIVA;;;;;
02638584000150;1998-07-20;FABRICACAO DE ESQUADRIAS DE METAL;SIDERURGICA-METALURGIA;INDUSTRIA;PATOS DE MINAS;MG;SUDESTE;ATIVA;;;;;
22004500000134;2015-03-09;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
32158744000125;2018-12-03;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;MESQUITA;RJ;SUDESTE;ATIVA;;;;;
26883030000187;2017-01-17;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
36363739000105;2020-02-13;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;MANAUS;AM;NORTE;ATIVA;;;;;
22850543000130;2015-06-26;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;CURITIBA;PR;SUL;ATIVA;;;;;
38261854000102;2020-08-28;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
26187359000103;2016-09-17;FABRICACAO DE ARTIGOS DE VIDRO;QUIMICA-PETROQUIMICA;INDUSTRIA;SAO GABRIEL;RS;SUL;ATIVA;;;;;
35341599000101;2019-10-29;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;IRATI;PR;SUL;ATIVA;;;;;
33891682000129;2019-06-11;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SALVADOR;BA;NORDESTE;ATIVA;;;;;
23057407000150;2015-08-13;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;NOVA XAVANTINA;MT;CENTRO-OESTE;ATIVA;;;;;
35185480000197;2019-10-15;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;CAXIAS DO SUL;RS;SUL;ATIVA;;;;;
38032104000150;2020-08-10;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;ANAPOLIS;GO;CENTRO-OESTE;ATIVA;;;;;
18519489000178;2013-07-18;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
32449873000172;2019-01-15;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;PIRITIBA;BA;NORDESTE;ATIVA;;;;;
38358153000188;2020-09-05;COMERCIO VAREJISTA DE MATERIAL ELETRICO;VAREJO;COMERCIO;POA;SP;SUDESTE;ATIVA;;;;;
12361493000174;2010-08-10;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;UBERABA;MG;SUDESTE;ATIVA;;;;;
32152238000129;2018-11-30;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;JATAI;GO;CENTRO-OESTE;ATIVA;;;;;
10143868000102;2008-06-09;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA MOTOCICLETAS E MOTONETAS;VAREJO;COMERCIO;SAO SEBASTIAO DO ANTA;MG;SUDESTE;ATIVA;;;;;
27104385000193;2017-02-13;COMERCIO VAREJISTA DE VIDROS;VAREJO;COMERCIO;ITAPOA;SC;SUL;ATIVA;;;;;
43634873000169;2021-09-23;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;MONTES CLAROS;MG;SUDESTE;ATIVA;;;;;
29488666000112;2018-01-21;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;UBERLANDIA;MG;SUDESTE;ATIVA;;;;;
29498500000187;2018-01-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;DOURADOS;MS;CENTRO-OESTE;ATIVA;;;;;
03460974000146;1999-09-27;COMERCIO ATACADISTA DE GAS LIQUEFEITO DE PETROLEO GLP;ATACADO;COMERCIO;LAPA;PR;SUL;ATIVA;;;;;
38198213000142;2020-08-24;COMERCIO ATACADISTA DE MATERIAS PRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE;ATACADO;COMERCIO;SAO MIGUEL DO OESTE;SC;SUL;ATIVA;;;;;
38199906000150;2020-08-24;FACCAO DE ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;NOVA FRIBURGO;RJ;SUDESTE;ATIVA;;;;;
41697285000653;2020-07-03;COMERCIO ATACADISTA DE CAFE EM GRAO;ATACADO;COMERCIO;CAMACHO;MG;SUDESTE;ATIVA;;;;;
43203164000129;2021-08-19;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
45330012000112;2022-02-17;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;ARARAS;SP;SUDESTE;ATIVA;;;;;
24474305000284;2016-06-08;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;MONTES CLAROS;MG;SUDESTE;ATIVA;;;;;
41336042000185;2021-03-24;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;ATIVA;;;;;
27330195000194;2017-03-17;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;SALVADOR;BA;NORDESTE;ATIVA;;;;;
32545532000109;2019-01-24;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;SANTANA DO MANHUACU;MG;SUDESTE;ATIVA;;;;;
10273868000119;2008-06-24;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
33540177000130;2019-05-06;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
37765706000154;2020-07-17;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAPUCAIA;RJ;SUDESTE;ATIVA;;;;;
42080497000145;2021-05-25;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;BENS DE CONSUMO;INDUSTRIA;BEBEDOURO;SP;SUDESTE;ATIVA;;;;;
36183145000112;2020-01-29;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
42084701000104;2021-05-25;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;LINHARES;ES;SUDESTE;ATIVA;;;;;
25048002000181;2016-06-21;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;IGARAPE MIRI;PA;NORTE;ATIVA;;;;;
17093505000140;2012-10-31;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;GOIANAPOLIS;GO;CENTRO-OESTE;ATIVA;;;;;
39849171000125;2020-11-19;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;PALMAS;TO;NORTE;ATIVA;;;;;
34036535000134;2019-05-07;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;JABOATAO DOS GUARARAPES;PE;NORDESTE;ATIVA;;;;;
36281815000133;2020-02-06;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;MAFRA;SC;SUL;ATIVA;;;;;
43671062000138;2021-09-27;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;BLUMENAU;SC;SUL;ATIVA;;;;;
32410210000144;2019-01-10;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;JOAO PESSOA;PB;NORDESTE;ATIVA;;;;;
15450261000180;2012-02-08;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;MINEIROS DO TIETE;SP;SUDESTE;ATIVA;;;;;
06114162000218;2019-08-21;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
35982101000190;2020-01-13;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
39248623000113;2020-09-30;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;CAPITOLIO;MG;SUDESTE;ATIVA;;;;;
48137062000176;2022-09-29;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
34420768000136;2019-08-04;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;PARA DE MINAS;MG;SUDESTE;ATIVA;;;;;
24554862000124;2016-04-08;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;ITAPEVI;SP;SUDESTE;ATIVA;;;;;
23232896000130;2015-09-08;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;OLINDA;PE;NORDESTE;ATIVA;;;;;
35882317000183;2020-01-03;SERVICO DE TAXI;TRANSPORTE;SERVICOS;PINHAIS;PR;SUL;ATIVA;;;;;
34500437000106;2019-08-12;MANUTENCAO E REPARACAO DE MAQUINAS APARELHOS E MATERIAIS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;CAXIAS DO SUL;RS;SUL;ATIVA;;;;;
08839710000111;2007-05-17;COMERCIO ATACADISTA DE SEMENTES FLORES PLANTAS E GRAMAS;ATACADO;COMERCIO;PARAGOMINAS;PA;NORTE;ATIVA;;;;;
47868986000180;2022-09-07;FABRICACAO DE MOVEIS DE OUTROS MATERIAIS EXCETO MADEIRA E METAL;BENS DE CONSUMO;INDUSTRIA;PALHOCA;SC;SUL;ATIVA;;;;;
39824576000109;2020-11-18;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;LAVRAS;MG;SUDESTE;ATIVA;;;;;
47758876000165;2022-08-29;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;BAURU;SP;SUDESTE;ATIVA;;;;;
35648451000114;2019-11-28;OUTROS TRANSPORTES AQUAVIARIOS NAO ESPECIFICADOS ANTERIORMENTE;TRANSPORTE;SERVICOS;RODRIGUES ALVES;AC;NORTE;ATIVA;;;;;
46538280000197;2022-05-25;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;MONTE MOR;SP;SUDESTE;ATIVA;;;;;
42830215000180;2021-07-22;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;AMELIA RODRIGUES;BA;NORDESTE;ATIVA;;;;;
42834286000150;2021-07-23;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;CAXIAS DO SUL;RS;SUL;ATIVA;;;;;
48091708000121;2022-09-26;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
42299068000163;2021-06-11;PEIXARIA;VAREJO;COMERCIO;SALVADOR;BA;NORDESTE;ATIVA;;;;;
46775093000127;2022-06-14;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;BARRA DA ESTIVA;BA;NORDESTE;ATIVA;;;;;
47484564000100;2022-08-09;FABRICACAO DE ESQUADRIAS DE METAL;SIDERURGICA-METALURGIA;INDUSTRIA;TIETE;SP;SUDESTE;ATIVA;;;;;
14733831000187;2011-10-06;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;BIRIGUI;SP;SUDESTE;ATIVA;;;;;
43254711000103;2021-08-24;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS COM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;ITAQUAQUECETUBA;SP;SUDESTE;ATIVA;;;;;
